
    0    0    0   0.0000000       90.0000000623        0.0000025566
    0    0   -1   0.0924761       -0.0000010435        0.0000000101
   -1    0    0   0.1177977      -16.2512130528       -0.0000003493
   -1    0   -1   0.1497603       19.9773928596       34.6018592928
   -1    0    1   0.1497603       12.9534583365      -22.4360475065
    0    0   -2   0.1849523       -0.0000003141       -0.0000000062
   -2    1    0   0.2040317      -17.3027774797        7.4894739887
   -1   -1    0   0.2040317      -17.3027762662       -7.4894744579
   -1    0   -2   0.2192799        4.7654903899       -8.2540711760
   -1    0    2   0.2192799       -8.9848228434      -15.5621663784
   -2    1   -1   0.2240106       -7.8157872847       -6.3092148907
   -1   -1   -1   0.2240106       -1.5560465842       -9.9232770736
   -2    0    0   0.2355955       18.0233145362       -0.0000002375
   -2    0   -1   0.2530950       -4.5136249674       -7.8178272515
   -2    0    1   0.2530950       -7.1105321120       12.3158021485
   -2    1   -2   0.2753839      -15.8986127462      -19.1774144354
   -1   -1   -2   0.2753839       24.5574347771        4.1798947045
    0    0   -3   0.2774284       -8.7949036981       -0.0000015354
   -2    0   -2   0.2995206      -10.2310768831       17.7207443972
   -2    0    2   0.2995206        4.9912758069        8.6451450991
   -1    0   -3   0.3014015       14.4610952946       -0.0000005424
   -1    0    3   0.3014015       -2.3613273499        0.0000008249
   -3    1    0   0.3116635        3.6599554926        2.2776216651
   -2   -1    0   0.3116635        3.6599555526       -2.2776214870
   -3    1   -1   0.3250938      -18.0212947036       -8.1862186465
   -3    1    1   0.3250938      -17.0510208046        3.5102781611
   -2   -1   -1   0.3250938        1.9211736836      -19.7000090639
   -2   -1    1   0.3250938        5.4855202268       16.5217564101
   -2    1   -3   0.3443769        5.2245399150       11.6046324998
   -1   -1   -3   0.3443769        5.2245401089      -11.6046311849
   -3    0    0   0.3533932       -8.7589886500        0.0000000709
   -3    1   -2   0.3624107       20.5461124957        1.5147598108
   -3    1    2   0.3624107       10.6023850546       -5.5497345487
   -2   -1   -2   0.3624107      -11.5848762988      -17.0360753300
   -2   -1    2   0.3624107      -10.1074026607        6.4070671909
   -2    0   -3   0.3639667      -15.7444143415       -0.0000007676
   -2    0    3   0.3639667      -33.3370472581       -0.0000004495
   -3    0   -1   0.3652925       14.9838410620       25.9527741414
   -3    0    1   0.3652925       -1.0536568775        1.8249870099
    0    0   -4   0.3699046        0.0000000820       -0.0000000039
   -1    0   -4   0.3882083       -5.1929502776       -8.9944530486
   -1    0    4   0.3882083      -10.6356718997       18.4215253510
   -3    0   -2   0.3988660       -7.4149106868       12.8430013293
   -3    0    2   0.3988660      -11.0961260504      -19.2190549461
   -4    2    0   0.4080633       18.8184578650        5.6349353601
   -2   -2    0   0.4080633       18.8184576693       -5.6349351164
   -3    1   -3   0.4172537        8.8877336009        0.1296894404
   -3    1    3   0.4172537       12.8846691487      -13.8163073496
   -2   -1   -3   0.4172537        8.8877351614       -0.1296886861
   -2   -1    3   0.4172537       12.8846675177       13.8163070509
   -4    2   -1   0.4184107       -9.0547366583       -6.2607895287
   -2   -2   -1   0.4184107       -0.8946342872      -10.9720261402
   -2    1   -4   0.4224433      -13.7481759637       13.0553656112
   -1   -1   -4   0.4224433       18.1803652328       -5.3785856876
   -4    1    0   0.4247258      -10.5220211859      -17.7598980790
   -3   -1    0   0.4247258      -10.5220211470       17.7598980764
   -4    1   -1   0.4346767       11.3047827399       -9.1592970559
   -4    1    1   0.4346767        5.7493915868        4.5546722554
   -3   -1   -1   0.4346767      -13.5845748270        5.2105804989
   -3   -1    1   0.4346767       -6.8191571147       -2.7017835905
   -2    0   -4   0.4385597       -0.8427817658       -1.4597438010
   -2    0    4   0.4385597       -4.7138191857        8.1645757788
   -4    2   -2   0.4480212       -0.1288375701       -2.0827747414
   -2   -2   -2   0.4480212        1.8681539577       -0.9298102176
   -3    0   -3   0.4492809       -3.6009208311       -0.0000006782
   -3    0    3   0.4492809        9.4772461709        0.0000005496
    0    0   -5   0.4623807        0.0000005888       -0.0000000053
   -4    1   -2   0.4632487       -6.8464260105      -18.5813170216
   -4    1    2   0.4632487        6.1945889175       10.1554594274
   -3   -1   -2   0.4632487       19.5151062876       -3.3614811554
   -3   -1    2   0.4632487        5.6975914724       10.4424005134
   -4    0    0   0.4711909       12.9302276433        0.0000000049
   -1    0   -5   0.4771501       10.4049059383      -18.0218242202
   -1    0    5   0.4771501        5.6173555580        9.7295439497
   -4    0   -1   0.4801799       -2.9743077445       -5.1516515655
   -4    0    1   0.4801799        9.6707040948      -16.7501508862
   -3    1   -4   0.4836978       -0.1232602759        3.4302630226
   -3    1    4   0.4836978       16.5979383996        2.6958945841
   -2   -1   -4   0.4836978        3.0323245706        1.6083868642
   -2   -1    4   0.4836978      -10.6336834980      -13.0262898731
   -4    2   -3   0.4934392      -15.8778526677        2.3015773296
   -2   -2   -3   0.4934392      -15.8778538764       -2.3015768225
   -2    1   -5   0.5053957        3.5541899928       13.7030331122
   -1   -1   -5   0.5053957      -13.6442722607        3.7735004079
   -4    0   -2   0.5061899       -5.2197497846        9.0408712483
   -4    0    2   0.5061899        1.5185155666        2.6301471808
   -4    1   -3   0.5073051        4.6395445394        6.7587518864
   -4    1    3   0.5073051        6.2780659795        3.2717527946
   -3   -1   -3   0.5073051        4.6395443029       -6.7587508633
   -3   -1    3   0.5073051        6.2780667700       -3.2717527813
   -3    0   -4   0.5115820       -4.0633261973       -7.0378883980
   -3    0    4   0.5115820       -3.1516795094        5.4588696927
   -5    2    0   0.5134684       -6.8905858904       10.8899087242
   -3   -2    0   0.5134684       -6.8905860852      -10.8899085334
   -2    0   -5   0.5189423        2.3102351762       -4.0014418316
   -2    0    5   0.5189423        0.8526542078        1.4768368409
   -5    2   -1   0.5217295        6.9236780228       16.4118267191
   -5    2    1   0.5217295        1.0913105454       -0.1593572747
   -3   -2   -1   0.5217295       10.7512198740       14.2019944409
   -3   -2    1   0.5217295       -0.4076480754       -1.0247814769
   -5    1    0   0.5398170       -1.0953898085        3.5366940633
   -4   -1    0   0.5398170       -1.0953896174       -3.5366941790
   -5    2   -2   0.5457629       -1.3457620358        2.6584507048
   -5    2    2   0.5457629       -5.0123669506       -8.1566970131
