:ENE  : ********** TOTAL ENERGY IN Ry =       -24232.23853421
:ENE  : ********** TOTAL ENERGY IN Ry =       -24232.23906230
:ENE  : ********** TOTAL ENERGY IN Ry =       -24232.23853414
