# diff LDA <--> GGA 
1000k_lda.  0.0002884007663956078

# k-Point convergence
2000k.  4.03813582185273e-08
500k.  5.580677199734829e-08
4000k.  5.033825420361511e-08
500k.  5.580677199734829e-08

# diff Ecore
Ecore_10.  0.00011772533058846429
Ecore_5.  4.356775919350128e-05
Ecore_7.  7.670015712779097e-10
Ecore_8.  0.00017851471718573843
Ecore_9.  0.0001785148791085202

# rkmax
rkmax10_1000_gga.  2.3851596641996628e-05
rkmax8_1000_gga.  1.2352355265786993e-05
rkmax6_1000_gga.  2.230702042011164e-05

